Id,Titulo,Data,Localizacao,Categoria,Problema,Produto,Descricao,Status,Resolvido,Avaliada,VoltariaNegocio,Nota,Data_only
151664737,Técnico tira o cabo da caixa de internet ,2022-10-12T01:34:01,--,Não encontrei meu problema,Qualidade da internet,Internet para casa,"Todo mês estou entrando em contato com Tim, pois os técnicos ficam tirando o cabo da caixa, eu já estou exausta de sempre reclamar a mesma coisa, resolve e depois tiram a internet. Somos clientes a muitos anos e nunca tivemos problema com a Tim, mas agora ficam desligando nossa internet pra colocar de outra pessoa, isso é muita falta de respeito com o consumidor, não queria ter que abrir reclamação, mas é a única forma.",NOT_SOLVED,0.0,True,0.0,0.0,2022-10-12
151656267,Cobrança de multa após cancelamento por não viabilidade ,2022-10-11T22:21:23,Manaus,Não encontrei meu problema,Cobrança indevida,Internet para casa,"Após solicitar viabilidade de endereço a Tin informou que não havia rede para me atender no novo endereço e por telefone foi feito o cancelamento do plano TIM live, porque a empresa não tinha rede para me atender. Desde 1/07/22 estão me cobrando uma fatura indevida referente a uma muuta, que já contestei por diversas vezes por e-mail e nunca obtive resposta. 
Todas as vezes que algum número me liga, atendo achando que é para falar sobre a fatura contestada, mas só me ligam do setor de cobrança avisando que meu nome será inserido no SCPC.",SOLVED,1.0,True,1.0,10.0,2022-10-11
151657259,Cobrança indevida após cancelamento,2022-10-11T22:40:45,São Paulo,Não encontrei meu problema,Cobrança indevida,Pagamentos e Documentos,"Reclamação do reclame aqui de número 150309251 nesse ultimo atendimento o funcionário Rogério da TIM afirmou que não viria mais nada de cobrança referente a Setembro de 2022 pois houve um erro na qual informaram que o serviço de banda larga e telefonia haviam sidos cancelados em 19 de Agosto de 2022 pela atendente Flavia da Ouvidoria mas a mesma não havia cancelado nada
Ai abri o reclame aqui de número 150309251 e no dia 20 de Setembro de 2022 Rogério da TIM ligou para mim e minha esposa ( Titular dos serviços) e disse:

""  Houve falha da Tim na qual ainda constavam os serviços ativos e confirmou o cancelamento novamente dessa vez efetuado o mesmo confirmou o cancelamento sem multas ou faturas a pagar em Outubro de 2022""

Mas novamente fomos surpreendidos pela empresa TIM
Seguem protocolos todos da ouvidoria da TIM

protocolo tim de cancelamento pela ouvidoria atendente Flavia 19 de Agosto de 2022 na qual confirmou que o serviço havia sido cancelado e não foi - protocolo tim - 2022508602328
protocolo tim 2022582857943 - banda larga cancelado
protocolo tim 2022582857956 - telefone fixo cancelado
protocolo tim 2022582868776 - insenção da fatura de outubro de 2022 referente ao periodo não cancelado antes.

Fatura de número 4811384546 na qual consta o cancelamento mas ainda vem o valor de RS 94,45 segundo Rogério do relacionamento ao cliente e ouvidoria TIM não viria essa fatura.

Como resolvemos empresa TIM  ? irmos na justiça e pedir danos morais por perda de tempo e por protocolos [Editado pelo Reclame Aqui] e falsas promessas que vocês afirmam em linha com supostas ligações gravadas na qual é [Editado pelo Reclame Aqui] contra o consumidor mentir 
Ou de forma amigavel cancelando essa fatura e não vindo mais nada no nome da minha esposa ?
Aguardo uma resposta de forma amigavel pela ultima vez, próximos passos se não for resolvido até a data de fechamento da fatura citada 20.10.2022 ou caso o nome da minha esposa vá para o SPC ou Serasa irei tomar as seguintes medidas, abertura com ouvidoria da Anatel, Procon, Boletim de ocorrência por [Editado pelo Reclame Aqui], abrir processo no Foro Regional no juizado de pequenas causas.
Estou cansado de perder meu tempo e minha sáude com vocês visto que sofro de hipertensão, até isso será levado em conta caso a situação chegue na justiça.



",SOLVED,1.0,True,0.0,5.0,2022-10-11
151653287,Fatura TIM LIVE,2022-10-11T21:29:42,Salvador,Não encontrei meu problema,Mau atendimento no SAC,Canais de Atendimento,"Contratei o serviço de internet e a fatura veio com o valor de R$6,34. Tento entrar em contato para obter uma explicação e não consigo falar com nenhum atendente.
Gostaria que me explicassem sobre este valor.",SOLVED,1.0,True,1.0,10.0,2022-10-11
151652645,Atendimento péssimo. ,2022-10-11T21:18:05,São Paulo,Não encontrei meu problema,Mau atendimento no SAC,Canais de Atendimento,"Só estou pegando atendentes [Editado pelo Reclame Aqui] e não fazem seu atendimento de forma clara com os seus clientes. Peguei um tal de Fernando pelo protocolo: 2022637012932, no qual não teve um pingo de empatia ou sorriso na voz comigo. Expliquei minha situação e o mesmo cagou. Já tenho problemas com os técnicos e agora com atendentes péssimos? Pela amor de Deus não aguento mais essa tim. ",SOLVED,1.0,True,1.0,7.0,2022-10-11
151644135,QUERO CANCELAR ,2022-10-11T19:15:13,São Paulo,Provedores e serv. de internet,Cancelamento,Internet para casa,"Olá senhores boa tarde. No início de setembro me informaram que eu deveria trocar a minha internet para Nova banda larga de fibra e assim fiz, desde então a internet vive caindo e os técnicos vivem vindo à minha residência e mesmo assim não tenho acesso à internet.
Como a entrega do serviço não está sendo feita e o contrato ao qual assinei informa que eu tenho que ter o  acesso ao serviço e o mesmo não está sendo cumprido solicito cancelamento sem multa e sem ônus pois como consumidor estou sendo [Editado pelo Reclame Aqui].

Estamos na terça-feira e só de domingo para cá a internet já caiu três vezes técnico veio arrumou e continuou sem toda vez o atendimento informa que virá uma pessoa para o reparo que não tem agenda no mesmo dia solicito de imediato cancelamento.

Aguardo ",SOLVED,1.0,True,1.0,10.0,2022-10-11
151631865,Sem internet há 5 dias,2022-10-11T16:49:21,São Paulo,Provedores e serv. de internet,Qualidade da internet,Internet para casa,"Estou sem internet há mais de 5 dias, a visita estava agendada para segunda, o técnico veio hoje dia 11/10, ficou 5 minutos, falando que o problema era externo e para aguardar. Trabalho em Home, quero o desconto na minha fatura. E até agora sem prazo para voltar a minha internet",SOLVED,1.0,True,1.0,10.0,2022-10-11
151637299,Cobrança de serviço não utilizado.,2022-10-11T17:53:31,Rio de Janeiro,Não encontrei meu problema,Cobrança indevida,Internet para casa,"Adquirindo a internet tudo funcionou perfeitamente até que meu filho nasceu e a casa tinha muita umidade afetando a saúde do meu filho, por isso tive que me mudar. Solicitei o cancelamento da linha  porem foi me cobrado 850,00 de multa de fidelização, para não pagar a multa solicitei 4 vezes a mudança de endereço. O primeiro endereço falaram que na mesma semana estariam realizando a mudança de endereço e ninguém apareceu para fazer a instalação no segundo e no terceiro endereço não havia portabilidade e no quarto endereço me disseram na ligação que havia portabilidade porém confirmado a portabilidade a ligação caiu e quando liguei novamente me disseram que não havia portabilidade. Passada toda essa situação chegou a próxima conta no valor de 116,27 e eu paguei um serviço que eu nem utilizei. Não consigo cancelar não consigo fazer a mudança de endereço ninguém resolve meu problema e eu continuo pagando conta sem utilizar o serviço .
",SOLVED,1.0,True,1.0,10.0,2022-10-11
151629711,Cobrança de dias sem sinal de internet ,2022-10-11T16:23:43,São Paulo,Provedores e serv. de internet,Cobrança indevida,Internet para casa,"Cancelei o serviço é na hora de fazer o cancelamento foi informado que haveria o desconto dos dias sem sinal,pois me deixaram sem internet desde o dia 2/9 E veio a conta no valor cheio,peço que enviem a conta só dias dias utilizados para pagamento ",SOLVED,1.0,True,0.0,7.0,2022-10-11
151622641,CANCELAMENTO NÃO EFETIVADO NO DIA DA SOLICITAÇÃO,2022-10-11T14:55:41,São Paulo,Não encontrei meu problema,Cobrança indevida,Internet para casa,"Protocolo do atendimento 2022507774072 dia 19/08/2022, atende José.

Solicitei o cancelamento da Tim Live, no dia 19/08, após alguns minutos de conversa na qual ele estava querendo adiar o cancelamento fui muito enfático ao afirmar que gostaria o cancelamento. 
Após conseguir a afirmativa do cancelamento, perguntei como seria a cobrança deste periodo remanescente, e foi informado que viria uma conta em setembro, 
fiz o pagamento deste e achando que estava tudo resolvido veio uma cobrança de 24 dias no periodo de 19/08 a 11/09, sendo que o cancelamento foi em 19/08, tetei contato com o SAC, e não consigo avançar pelo fato de já não ser mais cliente, este boleto já venceu e gostaria que a empresa entrasse em contato para explicar esta cobrança",SOLVED,1.0,True,0.0,8.0,2022-10-11
